"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",24143250.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",24179201.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",23514601.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",20668215.9,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",23296160.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",23329429.9,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",23346929.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",23924759.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",24429013.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",24585012,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",18321982.1,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",18471486.4,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",18521185.9,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",18574475,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",18572016.9,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",17994720.4,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",15974149.5,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",17851154.1,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",17823000.5,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",17836195.1,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",18213224,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",18605878.7,,
"EU27_2020","European Union – 27 countries (from 01/02/2020)","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",18678069,,
